,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),52-Week Change,S&P500 52-Week Change,52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,"Shares Short (Jan 31, 2019)","Short Ratio (Jan 31, 2019)","Short % of Float (Jan 31, 2019)","Short % of Shares Outstanding (Jan 31, 2019)","Shares Short (prior month Dec 31, 2018)",Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Dividend Date,Ex-Dividend Date,Last Split Factor (new per old),Last Split Date
ACGLO,13160000000.0,12000000000.0,13.62,,,2.41,1.09,2.2,11.77,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1391,0.1675,0.0178,0.0704,5450000000.0,13.48,-0.049,1760000000.0,1020000000.0,713620000.0,1.73,-0.364,1640000000.0,4.08,2460000000.0,23.6,2.05,21.53,1560000000.0,-2240000000.0,0.68,-0.0271,0.027999999999999997,25.05,19.85,22.59,22.78,50600.0,20620.0,402940000.0,355610000.0,0.0,0.297,,,,,,1.36,0.0588,,,,,2018-12-31 00:00:00,2018-12-13 00:00:00,,
ACGLP,12930000000.0,11640000000.0,13.15,,,2.37,1.06,2.14,11.43,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1391,0.1675,0.0178,0.0704,5450000000.0,13.48,-0.049,1760000000.0,1020000000.0,713620000.0,1.73,-0.364,1640000000.0,4.08,2460000000.0,23.6,2.05,21.53,1560000000.0,-2240000000.0,0.68,-0.0186,0.027999999999999997,24.54,19.27,21.93,22.23,54050.0,30320.0,402940000.0,355610000.0,0.0011,0.2474,,,,,,1.31,0.0587,,,,,2018-12-31 00:00:00,2018-12-13 00:00:00,,
ACH,7030000000.0,5620000000.0,29.69,,,,0.74,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0092,0.0,0.022400000000000003,0.0417,,,-0.111,14810000000.0,,,0.32,0.068,,,,159.32,0.87,13.12,,,1.09,-0.4011,0.027999999999999997,16.48,7.44,8.88,9.56,47880.0,35520.0,14900000000.0,179210000.0,0.0,0.0123,223220.0,4.05,,0.0004,275300.0,,,,,,0.0,2011-08-11 00:00:00,2011-04-26 00:00:00,0.25,2006-10-11 00:00:00
ACHC,2430000000.0,5700000000.0,10.68,11.48,1.6,0.81,0.9,1.9,9.67,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0753,0.1444,0.042,0.0866,2990000000.0,34.33,0.062,1190000000.0,589450000.0,225520000.0,2.58,0.013000000000000001,48930000.0,0.55,3220000000.0,118.69,1.26,30.68,414410000.0,14090000.0,0.69,-0.2831,0.027999999999999997,45.35,24.27,27.62,33.95,1340000.0,941420.0,88260000.0,86120000.0,0.0209,1.2215,12590000.0,12.07,0.2333,0.1427,10820000.0,,,,,,0.0,,,1.0,2011-11-01 00:00:00
ACHN,339610000.0,48010000.0,,-3.6,-0.25,,1.21,,-0.61,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.1543,-0.2455,,,,-65050000.0,-79050000.0,-76870000.0,-0.56,,282070000.0,2.04,169000.0,0.06,33.21,2.02,-70560000.0,-44700000.0,1.79,-0.1763,0.027999999999999997,4.34,1.29,2.16,2.74,2590000.0,1400000.0,138620000.0,124600000.0,0.0015,0.7935,10600000.0,5.42,,0.0989,7430000.0,,,,,,0.0,,,,
ACHV,10620000.0,-1850000.0,,-0.99,,,0.55,,0.15,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.5339,-1.0295,,,,,-12570000.0,-12790000.0,-5.99,,13140000.0,1.96,,,4.56,2.89,-10710000.0,-6130000.0,2.38,-0.8766,0.027999999999999997,15.8,1.04,1.46,2.1,121960.0,49080.0,6720000.0,5340000.0,0.0497,0.2583,298300.0,1.62,0.0704,0.0444,325640.0,,,,,,0.0,,,10.0,2018-05-24 00:00:00
ACIA,1880000000.0,1510000000.0,,33.04,-4.6,5.9,3.69,4.73,-2881.26,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0768,-0.0433,-0.0144,-0.0479,319360000.0,7.98,-0.09699999999999999,167840000.0,-524000.0,-24540000.0,-0.61,-0.5589999999999999,323110000.0,7.99,,,6.4,12.64,67750000.0,48440000.0,1.61,0.0832,0.027999999999999997,47.26,24.72,42.3,40.58,455130.0,530020.0,40440000.0,33330000.0,0.0709,0.8037000000000001,1910000.0,4.73,0.0707,0.0473,2430000.0,,,,,,0.0,,,,
ACIU,283600000.0,257510000.0,,46.78,,,1.41,,,2017-12-31 00:00:00,2018-09-30 00:00:00,-1.4456,0.0,-0.1192,-0.2108,,,1.146,-12410000.0,,,-0.55,,,,,0.31,19.21,2.99,,,-0.1,-0.6294,0.027999999999999997,17.4,3.25,7.84,8.82,526970.0,346530.0,67360000.0,32350000.0,0.518,0.3221,1730000.0,1.88,0.0776,0.0257,1710000.0,,,,,,0.0,,,,
ACIW,3610000000.0,4180000000.0,254.92,36.59,4.49,3.55,3.75,4.11,25.57,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0142,0.1181,0.0395,0.0166,1020000000.0,8.69,0.08800000000000001,571900000.0,163420000.0,14390000.0,0.12,3.4960000000000004,76340000.0,0.66,687800000.0,71.43,1.66,8.3,161590000.0,-7000000.0,0.93,0.3028,0.027999999999999997,31.24,22.13,28.81,27.76,701130.0,701470.0,115980000.0,113040000.0,0.0231,1.1434,5500000.0,7.76,0.055,0.047400000000000005,6590000.0,,,,,,0.0,,,0.333333333333,2014-07-11 00:00:00
ACLS,733550000.0,600390000.0,16.69,14.82,1.4,1.66,1.8,1.36,9.16,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1037,0.1355,0.0723,0.1204,442580000.0,13.71,-0.092,179640000.0,65569999.99999999,45880000.0,1.35,-0.9079999999999999,177990000.0,5.47,47760000.0,11.69,4.67,12.54,,,1.17,-0.0879,0.027999999999999997,28.35,15.46,20.0,18.99,238380.0,230330.0,32560000.000000004,30260000.0,0.0174,0.8739,1170000.0,4.95,0.049400000000000006,0.0361,1430000.0,,,,,,0.0,,,4.0,2016-07-01 00:00:00
ACM,4840000000.0,8020000000.0,66.2,9.8,1.4,0.24,1.19,0.4,10.36,2018-09-30 00:00:00,2018-12-31 00:00:00,0.0038,0.0258,0.0223,0.0321,20280000000.0,127.78,0.026000000000000002,650650000.0,774080000.0,76670000.0,0.47,-0.537,838300000.0,5.37,3920000000.0,92.23,1.2,25.98,521740000.0,417410000.0,1.83,-0.1465,0.027999999999999997,37.53,24.83,29.47,30.95,1020000.0,1040000.0,156100000.0,154000000.0,0.0126,0.9026,6980000.0,9.41,0.061,0.0447,7620000.0,,,,,,0.0,,,,
ACMR,184040000.0,143960000.0,24.63,21.7,0.96,2.59,3.73,2.03,17.87,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1081,0.107,0.06309999999999999,0.1841,70990000.0,4.8,3.739,17230000.0,8060000.000000001,7670000.0,0.47,,18240000.0,1.14,10160000.0,20.6,2.38,3.09,-6170000.0,-10950000.0,,0.4223,0.027999999999999997,15.6,6.59,9.87,11.06,23020.0,50180.0,14090000.0,8960000.0,0.5646,0.11199999999999999,274420.0,13.87,0.0284,0.0171,319750.0,,,,,,0.0,,,,
ACN,101810000000.0,97690000000.0,24.53,20.27,2.53,2.53,8.03,2.42,14.87,2018-08-31 00:00:00,2018-11-30 00:00:00,0.1045,0.1485,0.1506,0.3763,40290000000.0,63.53,0.073,12440000000.0,6570000000.0,4210000000.0,6.51,0.134,4370000000.0,6.85,24620000.0,0.19,1.33,19.89,6050000000.0,4840000000.0,1.26,-0.0052,0.027999999999999997,175.64,132.63,150.82,159.17,2370000.0,1800000.0,637450000.0,636100000.0,0.0024,0.763,5890000.0,2.85,0.0093,0.0092,6170000.0,2.92,0.0183,2.79,0.0175,1.96,0.4286,2018-11-15 00:00:00,2018-10-17 00:00:00,0.1,2011-12-30 00:00:00
ACNB,279450000.0,394370000.0,12.85,,,3.91,1.66,5.52,,2018-12-31 00:00:00,2018-12-31 00:00:00,0.3045,0.3741,0.0134,0.135,71420000.0,10.14,0.051,71420000.0,,21750000.0,3.09,1.101,,,118160000.0,,,23.86,,,-0.3,0.4347,0.027999999999999997,41.45,27.4,37.63,37.3,11400.0,11270.0,7050000.0,6760000.0,0.0394,0.2364,25050.0,2.61,0.0037,0.0036,29550.0,0.92,0.0241,0.89,0.022400000000000003,3.22,0.28800000000000003,2019-03-15 00:00:00,2019-02-28 00:00:00,1.0,2007-11-28 00:00:00
ACOR,623010000.0,577670000.0,18.45,-5.22,-0.14,1.32,1.02,1.23,5.47,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0714,0.1983,0.0468,0.0595,471430000.0,10.03,-0.633,372120000.0,105640000.0,33680000.0,0.71,,445550000.0,9.38,343760000.0,56.17,3.77,12.88,,,1.62,-0.4845,0.027999999999999997,36.35,12.86,16.0,19.45,860480.0,1160000.0,47560000.0,41950000.0,0.0171,1.1336,10380000.0,11.35,0.4094,0.2183,8000000.0,,,,,,0.0,,,,
ACP,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.98,-0.1514,0.027999999999999997,14.48,10.07,11.43,12.7,114150.0,97180.0,,,0.0005,0.3298,,,,,,1.44,0.122,,,,4.4444,2019-01-31 00:00:00,2018-03-16 00:00:00,0.973709834469,2013-04-18 00:00:00
ACRE,400460000.0,1690000000.0,11.51,10.55,1.74,7.76,0.94,32.69,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.6733,0.6965,0.021,0.0823,51630000.0,1.81,-0.05,46350000.0,,34760000.0,1.22,-0.1,5030000.0,0.18,1290000000.0,304.58,2.64,14.86,35660000.0,,0.62,0.1216,0.027999999999999997,14.77,12.08,14.04,14.08,170900.0,160930.0,28540000.0,27070000.0,0.1059,0.6673,202230.0,0.95,0.0072,0.006999999999999999,149450.0,1.24,0.0886,1.12,0.0794,8.22,0.9179999999999999,2019-01-15 00:00:00,2018-12-27 00:00:00,,
ACRS,267720000.00000003,148780000.0,,-1.79,-0.03,36.08,1.39,20.05,-1.25,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-16.1504,-0.34240000000000004,-0.5997,7420000.0,0.24,1.38,476000.0,-118750000.0,-117120000.0,-3.79,,134270000.0,3.28,591000.0,0.4,6.53,4.72,-91770000.0,-49470000.0,1.42,-0.6552,0.027999999999999997,22.41,5.95,6.96,11.03,579110.0,521650.0,40940000.0,28180000.0,0.0699,0.9790000000000001,3290000.0,7.03,0.1245,0.0805,2900000.0,,,,,,0.0,,,,
ACRX,260500000.0,129840000.0,,-3.59,,114.36,,57.0,-4.09,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-14.2919,-0.2536,,2280000.0,0.04,-0.746,-22070000.0,-31770000.0,-44480000.0,-0.83,,63560000.0,1.03,13870000.0,,4.56,-0.61,-26760000.0,-22620000.0,1.23,0.7135,0.027999999999999997,5.05,1.65,2.57,3.15,1910000.0,2680000.0,76390000.0,61080000.0,0.1203,0.2049,11370000.0,7.42,0.2789,0.1837,9240000.0,,,,,,0.0,,,,
ACST,75950000.0,71100000.0,,-2.71,,,,,,2018-03-31 00:00:00,2018-12-31 00:00:00,0.0,0.0,,,,,,,,,-1.224,,,,,5.77,3.45,-0.3,,,1.24,-0.0505,0.027999999999999997,1.8,0.43,1.0127,0.8396,426130.0,380820.0,78130000.0,71110000.0,0.0849,0.0377,481840.0,1.22,0.0153,0.0062,459750.0,,,,,,0.0,,,10.0,2015-10-15 00:00:00
ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795,0.76,,,,,,,,,,,,,,,,,,,,,,,
ACTG,158350000.0,16290000.0,,,,1.85,0.79,0.19,1.55,2017-12-31 00:00:00,2018-09-30 00:00:00,-2.3771,-0.1204,-0.0195,-0.6713,85760000.0,1.71,-0.625,25550000.0,10500000.0,-203660000.0,-4.06,,143410000.0,2.89,,,9.66,4.03,-2950000.0,-10770000.0,0.73,-0.0914,0.027999999999999997,4.4,2.75,3.09,3.24,124260.0,67320.0,49640000.0,44350000.0,0.044000000000000004,0.6246,634620.0,5.44,0.013000000000000001,0.0128,866720.0,,,0.12,0.0393,,0.0,2015-11-30 00:00:00,2015-11-04 00:00:00,,
ACU,54550000.0,101770000.0,17.28,11.09,1.29,0.4,1.04,0.75,9.88,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0246,0.0523,0.0394,0.065,136360000.0,40.42,0.027999999999999997,47900000.0,10300000.0,3350000.0,0.94,-0.32899999999999996,4020000.0,1.19,50540000.0,96.28,6.92,15.56,1510000.0,-5920000.0,1.55,-0.3386,0.027999999999999997,24.87,13.5,16.07,18.2,10560.0,5430.0,3370000.0,2950000.0,0.1231,0.6,48970.0,7.3,0.0207,0.0145,49870.0,0.48,0.0285,0.44,0.0267,1.96,0.4583,2019-01-29 00:00:00,2019-01-07 00:00:00,0.75,1983-07-26 00:00:00
ACV,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.54,0.0069,0.027999999999999997,25.31,17.51,20.84,22.47,45270.0,26230.0,,,0.0,0.2611,,,,,,2.0,0.0927,,,,0.5984,2018-03-01 00:00:00,2018-09-13 00:00:00,,
ACWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACWX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACY,17730000.0,151260000.0,9.26,8.5,,0.53,0.38,4.53,6.53,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0531,0.3224,0.0283,0.04190000000000002,33350000.0,23.54,-0.10800000000000001,31540000.0,23160000.0,1770000.0,1.24,,6770000.0,4.38,140250000.0,325.26,0.31,30.44,15750000.0,11680000.0,0.5,-0.2085,0.027999999999999997,17.35,8.36,10.21,13.06,2520.0,3020.0,1550000.0,1220000.0,0.2116,0.1878,6330.0,4.23,0.006,0.0041,1920.0,,,,,,0.0,,,,
ADAP,492520000.0,254790000.0,,-3.99,-5.09,7.91,1.78,4.09,-3.51,2017-12-31 00:00:00,2018-09-30 00:00:00,-1.3902,-1.2835,-0.1636,-0.3429,62300000.0,0.65,0.501,37830000.0,-72510000.0,-86600000.0,-0.91,,237730000.0,2.27,,,8.85,2.64,-94060000.0,-74480000.0,1.5,-0.3843,0.027999999999999997,14.62,3.6,5.08,7.68,479420.0,227320.0,104570000.0,43410000.0,0.0022,0.6643000000000001,3640000.0,5.31,,0.0348,3150000.0,,,,,,0.0,,,,
ADBE,125880000000.0,127450000000.0,49.63,26.77,1.47,13.94,13.44,14.11,39.99,2018-11-30 00:00:00,2018-11-30 00:00:00,0.2869,0.3146,0.1066,0.2907,9030000000.0,18.41,0.228,7840000000.0,3190000000.0,2590000000.0,5.2,0.35200000000000004,3230000000.0,6.62,4130000000.0,44.16,1.13,19.2,4030000000.000001,2980000000.0,1.06,0.2724,0.027999999999999997,277.61,201.68,244.74,247.95,3810000.0,2720000.0,487730000.0,486110000.0,0.0031,0.8916,6340000.0,1.96,0.0129,0.013000000000000001,5800000.0,,,,,,0.0,,2005-03-24 00:00:00,0.5,2005-05-24 00:00:00
ADC,2430000000.0,2850000000.0,32.68,40.58,-40.52,17.49,2.07,20.49,25.57,2017-12-31 00:00:00,2018-09-30 00:00:00,0.4421,0.5111,0.0285,0.06570000000000001,139020000.0,4.52,0.228,104090000.0,111380000.0,61450000.0,1.97,0.281,21330000.0,0.62,617370000.0,57.79,1.27,31.1,91270000.0,86880000.0,0.2,0.4111,0.027999999999999997,66.71,45.05,63.05,57.95,376140.0,309100.0,37330000.0,33140000.0,0.0358,1.1758,4400000.0,16.41,0.2193,0.1172,4600000.0,2.22,0.0341,2.12,0.0327,4.68,1.0707,2019-01-04 00:00:00,2018-12-20 00:00:00,,
ADES,239390000.0,197840000.0,6.96,4.81,0.13,32.18,2.96,26.6,-18.63,2017-12-31 00:00:00,2018-09-30 00:00:00,4.7649,-1.4765,-0.0797,0.4596,7440000.0,0.37,0.01,3810000.0,-10620000.0,35320000.0,1.73,-0.05,31910000.0,1.63,,,12.12,4.06,-6980000.0,-16079999.999999998,0.64,0.2756,0.027999999999999997,12.37,8.7,11.16,10.82,78660.0,92280.0,19920000.0,16329999.999999998,0.0286,0.6701,2000000.0,24.47,0.1316,0.1003,2150000.0,1.0,0.085,1.0,0.08460000000000001,,0.578,2019-03-07 00:00:00,2018-11-19 00:00:00,0.5,2014-03-17 00:00:00
ADI,39450000000.0,44090000000.0,26.91,18.14,2.08,6.36,3.6,7.11,16.08,2018-11-03 00:00:00,2018-11-03 00:00:00,0.2412,0.3133,0.0584,0.1414,6200000000.0,16.74,0.036000000000000004,4230000000.000001,2740000000.0,1490000000.0,3.97,0.245,816590000.0,2.21,6330000000.0,57.63,1.5,29.69,2440000000.0,1800000000.0,1.33,0.1768,0.027999999999999997,106.86,76.62,94.48,91.05,2900000.0,2890000.0,369300000.0,368850000.0,0.0032,0.9259,10280000.0,3.54,0.0279,0.0278,11220000.0,1.92,0.0184,1.92,0.0184,2.42,0.4761,2018-12-10 00:00:00,2018-11-28 00:00:00,0.5,2000-03-16 00:00:00
ADIL,23460000.0,22860000.0,,-3.83,,,4.48,,-8.22,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.6524,-5.0485000000000015,,,,,-2780000.0,-10770000.0,-2.75,,4820000.0,0.74,138600.0,2.81,16.25,0.75,-1520000.0,2510000.0,,?%,0.027999999999999997,9.44,1.11,5.94,3.57,1850000.0,602400.0,6960000.0,3970000.0,0.4871,0.042,42820.0,0.08,0.0306,0.0061,288330.0,,,,,,0.0,,,,
ADM,23530000000.0,30180000000.0,13.16,11.28,-1.36,0.37,1.25,0.47,10.63,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0281,0.0295,0.034,0.09699999999999999,64340000000.0,113.48,-0.008,4180000000.0,2840000000.0,1810000000.0,3.19,-0.6,2000000000.0,3.53,8390000000.000002,44.04,87.98,33.48,-4780000000.0,980370000.0,0.87,0.0022,0.027999999999999997,52.07,39.16,42.93,46.7,3670000.0,3640000.0,560640000.0,565070000.0,0.0026,0.7978000000000001,11900000.0,3.85,0.0238,0.0212,12870000.0,1.4,0.0335,1.34,0.032,2.59,0.4201,2019-03-12 00:00:00,2019-02-15 00:00:00,1.0,2001-08-30 00:00:00
ADMA,185400000.0,194410000.0,,-4.49,,7.44,4.98,7.8,-3.95,2017-12-31 00:00:00,2018-09-30 00:00:00,-2.4342,-2.1073,-0.3666,-2.4179,24930000.0,0.58,-0.106,-6400000.0,-49160000.0,-60690000.0,-1.42,,42370000.0,0.91,41180000.0,110.67,6.32,0.8,-57240000.0,-38670000.0,4.15,0.0623,0.027999999999999997,6.96,2.08,3.21,4.87,439940.0,1310000.0,46350000.0,12050000.0,0.2524,0.5774,1750000.0,5.21,0.0867,0.0378,1860000.0,,,,,,0.0,,,,
ADMP,148020000.0,118220000.0,,-5.49,,10.75,2.56,8.58,-3.75,2017-12-31 00:00:00,2018-09-30 00:00:00,-2.4844,-2.5087,-0.3414,-0.659,13770000.0,0.39,0.131,5650000.0,-31500000.0,-34220000.0,-0.96,,32030000.0,0.68,2710000.0,4.68,3.17,1.22,-25630000.0,-12700000.0,1.99,0.1882,0.027999999999999997,5.1,2.01,2.85,2.87,401300.0,243080.0,47290000.0,44400000.0,0.0711,0.17600000000000002,3870000.0,8.92,0.1209,0.0819,3600000.0,,,,,,0.0,,,17.0,2013-12-13 00:00:00
ADMS,307250000.0,195830000.0,,-2.57,-0.11,14.43,2.69,9.19,-1.67,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-5.5702,-0.3762,-1.3129,21300000.0,0.82,10612.0,554000.0,-117230000.0,-131470000.0,-5.1,,211470000.0,7.74,115350000.0,100.84,8.95,4.18,-105440000.0,-71750000.0,2.24,-0.6104,0.027999999999999997,32.9,7.42,9.12,14.63,533650.0,507030.0,27340000.0,18000000.0,0.0249,1.133,6410000.0,14.74,0.2969,0.2346,6430000.0,,,,,,0.0,,,,
ADNT,1990000000.0,5260000000.0,,4.8,0.57,0.11,0.84,0.3,7.87,2018-09-30 00:00:00,2018-12-31 00:00:00,-0.0854,0.0151,0.0142,-0.3867,17390000000.0,186.27,-0.011000000000000001,911000000.0,669000000.0,-1490000000.0,-15.91,,406000000.0,4.34,3410000000.0,123.92,1.0,25.3,678000000.0,117750000.0,2.34,-0.6838,0.027999999999999997,67.1,14.52,18.65,29.11,2470000.0,1750000.0,93530000.0,86820000.0,0.0016,1.0462,10390000.0,3.65,0.1369,0.1111,8400000.0,,,0.82,0.041100000000000005,,7.0663,2018-11-15 00:00:00,2018-10-23 00:00:00,,
ADOM,35350000.0,21450000.0,,-4.86,,8.31,4.12,5.05,-2.14,2017-12-31 00:00:00,2018-09-30 00:00:00,-2.3598,-2.3697,-0.6659,-1.6997,4250000.0,0.06,,-54000.0,-10040000.0,-10030000.0,-0.141,,7810000.0,0.11,1400000.0,16.35,3.61,0.12,-5010000.0,-1370000.0,,-0.7206,0.027999999999999997,1.97,0.155,0.28600000000000003,0.46799999999999997,524150.0,2630000.0,72730000.0,42060000.0,0.3003,0.022400000000000003,957010.0,3.53,0.0171,0.0132,1040000.0,,,,,,0.0,,,,
ADP,65590000000.0,65900000000.000015,41.45,24.97,1.65,4.74,13.79,4.76,20.39,2018-06-30 00:00:00,2018-12-31 00:00:00,0.1157,0.2052,0.0426,0.3683,13840000000.0,31.61,0.083,5760000000.0,3230000000.0,1600000000.0,3.63,-0.16699999999999998,2790000000.0,6.4,3210000000.0,67.35,1.05,10.92,2770000000.0,2370000000.0,1.02,0.3022,0.027999999999999997,153.51,109.14,138.2,141.54,2530000.0,2190000.0,435630000.0,434980000.0,0.0013,0.8146,3290000.0,1.32,0.0075,0.0076,4810000.0,3.16,0.021,2.8,0.0186,2.18,0.7692,2019-04-01 00:00:00,2019-03-07 00:00:00,0.877963125549,2014-10-01 00:00:00
ADRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRO,306500000.0,42290000.0,,-4.65,3.02,19.06,1.94,2.63,-0.43,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-6.3716,-0.1536,-0.4596,16090000.0,0.21,-0.193,-72140000.0,-97750000.0,-95170000.0,-1.22,,265790000.00000003,3.35,,,9.32,1.99,-91960000.0,-52180000.0,0.63,-0.3742,0.027999999999999997,9.93,2.34,3.06,4.42,1070000.0,611800.0,79400000.0,50000000.0,0.4333,0.433,1570000.0,1.5,0.0298,0.0198,3650000.0,,,,,,0.0,,,,
ADRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADS,9450000000.0,30760000000.0,9.92,7.06,1.31,1.21,4.02,3.95,15.41,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1236,0.1936,0.0309,0.46,7790000000.0,141.92,-0.024,1890000000.0,2000000000.0,963100000.0,17.49,0.05,3860000000.0,71.54,25180000000.0,1079.85,,43.19,2750000000.0,,2.0,-0.2706,0.027999999999999997,250.27,142.58,170.41,202.18,703150.0,756430.0,54470000.0,47380000.0,0.0261,0.965,2180000.0,3.18,0.0453,0.0401,1990000.0,2.52,0.0151,2.28,0.0131,,0.1304,2019-03-19 00:00:00,2018-11-13 00:00:00,4.0,2006-06-06 00:00:00
ADSK,35000000000.0,35700000000.0,,50.25,1.98,14.67,,14.96,-1144.23,2018-01-31 00:00:00,2018-10-31 00:00:00,-0.1337,-0.0476,-0.0179,,2390000000.0,10.91,0.28300000000000003,1770000000.0,-31200000.0,-319000000.0,-1.46,,1080000000.0,4.92,1590000000.0,,0.8,-1.54,144900000.0,315980000.0,1.39,0.4297,0.027999999999999997,161.51,111.05,143.46,140.33,2010000.0,1670000.0,219010000.0,218680000.0,0.0017,0.9912,4590000.0,2.77,0.0264,0.021,5060000.0,,,,,,0.0,,2005-03-22 00:00:00,0.5,2004-12-21 00:00:00
ADSW,2440000000.0,4270000000.0,50.59,42.42,2.58,1.58,2.69,2.76,11.15,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0316,0.0596,0.016399999999999998,0.0559,1550000000.0,17.48,0.02,545500000.0,382600000.0,48900000.0,0.55,,16200000.0,0.18,1890000000.0,207.88,0.71,10.26,298100000.0,124090000.0,0.71,0.1489,0.027999999999999997,27.93,21.5,25.14,25.8,404560.0,475800.0,88660000.0,88390000.0,0.0017,1.0709,1660000.0,4.81,0.0278,0.0188,1650000.0,,,,,,0.0,,,,
ADT,6170000000.0,15400000000.0,33.4,7.55,0.56,1.37,1.41,3.42,6.86,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0397,0.0715,0.0118,0.049400000000000006,4500000000.0,6.26,0.06,3420000000.0,2240000000.0,178500000.0,0.24,,256920000.00000003,0.34,9570000000.0,215.69,0.62,5.78,1740000000.0,444730000.0,,-0.3249,0.027999999999999997,12.38,5.88,7.27,7.87,1880000.0,1340000.0,756590000.0,123160000.0,0.012,0.9771,25360000.0,13.86,0.2358,0.0331,27620000.0,0.14,0.0176,0.1,0.0131,,0.451,2019-01-04 00:00:00,2018-12-13 00:00:00,,
ADTN,694740000.0,617000000.0,,32.4,42.35,1.31,1.56,1.17,-27.71,2018-12-31 00:00:00,2018-12-31 00:00:00,-0.0365,-0.0721,-0.0368,-0.040999999999999995,529280000.0,11.05,0.10400000000000001,206330000.0,-22270000.0,-19340000.0,-0.4,,108750000.0,2.28,24600000.0,5.51,3.01,9.35,56580000.0,65819999.99999999,1.77,-0.0785,0.027999999999999997,19.3,10.21,13.14,14.52,360100.0,280600.0,47650000.0,47290000.0,0.0095,0.9733,1040000.0,2.32,0.0252,0.0219,925420.0,0.36,0.0246,0.36,0.024700000000000003,1.96,,2019-02-21 00:00:00,2019-02-06 00:00:00,0.5,2003-12-16 00:00:00
ADUS,864620000.0,780200000.0,50.94,30.56,2.37,1.77,3.11,1.6,20.83,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0327,0.0593,0.0517,0.0718,488010000.0,41.79,0.292,107340000.0,37450000.0,15800000.0,1.34,0.04,147480000.0,12.11,101210000.0,37.79,4.19,21.99,34870000.0,21240000.0,-0.26,0.8947,0.027999999999999997,77.82,33.25,63.92,66.68,216200.0,74220.0,12630000.0,9920000.0,0.0181,1.0385,511190.0,3.35,0.0664,0.039,589340.0,,,,,,0.0,,,,
